Date,Gold_Open_INR,Gold_High_INR,Gold_Low_INR,Gold_Close_INR,Gold_Volume,NIFTY_50,India_VIX,INR_Index,USD_INR_Rate,Indian_Bond_10Y,Crude_Oil_Brent,Gold_MA_5_INR,Gold_MA_20_INR,Gold_MA_50_INR,Gold_Volatility,Price_Change_Pct,Volume_MA,High_Low_Spread_INR,Open_Close_Change_INR,Target_Gold_Price_INR,Price_Direction
2020-12-17,4351.584109437524,4381.79148078174,4339.2130997449885,4358.181458435055,2023.5288194404623,13832.737177175157,27.38727596877793,98.65588560555045,73.7026579553136,5.909277498444398,113.1039123139771,4346.02915859349,4368.065261095107,4368.065261095107,64.62825239131934,1.0884373702173766,1420.5232422931865,42.578381036751125,6.597348997531299,4192.46150378241,Down
2020-12-18,4180.034666189962,4181.809619473435,4171.232638428927,4192.46150378241,2267.2201607930688,14488.07817446418,13.412485894928682,101.63850957462559,74.19163094212568,6.184735388243006,82.74143664687114,4325.026137568392,4355.522135572772,4355.522135572772,77.83404025827241,-3.802502402278418,1481.0015936146067,10.576981044508102,12.426837592447555,4211.740568548112,Up
2020-12-21,4211.422172915183,4228.163135556261,4207.386556536862,4211.740568548112,1504.982729224162,14022.136892653163,23.08830733421751,97.32452109276417,74.33674727761233,6.021065434432257,95.44224874259862,4285.872799831968,4345.936697771128,4345.936697771128,83.68765118256775,0.45985072846366215,1482.600335988577,20.776579019398923,0.3183956329285138,4321.7948072898225,Up
2020-12-22,4327.133879724704,4329.701686880889,4309.732642038724,4321.7948072898225,1384.8612340391337,14649.221933323037,19.35747655412824,104.29760153210455,74.32620722757808,6.119592442147995,85.28513565514244,4279.086894717111,4344.427829616046,4344.427829616046,81.07491407853705,2.6130346100507573,1476.4916421167368,19.969044842164294,-5.339072434881018,4277.935846572488,Down
2020-12-23,4275.054798962267,4292.198937158016,4254.628385262164,4277.935846572488,1512.6445063730137,13890.737194839567,20.757381376197618,97.75916835351984,74.08075606231738,5.821082602521361,88.93538730071663,4272.422836925578,4340.516536495837,4340.516536495837,80.13981515368548,-1.0148320934477262,1478.6182811906353,37.57055189585208,2.881047610220776,4427.349059019454,Up
2020-12-24,4424.009386768549,4441.78366588694,4415.208215357599,4427.349059019454,1954.216065390563,14281.739449710205,19.702946082002484,100.54825584300109,74.37358752279108,5.737468637903406,79.28210973853433,4286.256357042458,4345.340565524926,4345.340565524926,80.39580173570721,3.4926473375396005,1505.0403803128536,26.575450529340742,3.339672250905096,4286.9684571629095,Down
2020-12-25,4286.319306508112,4310.39332403442,4285.168313617218,4286.9684571629095,1503.260934938387,13846.011303800351,19.95347960464072,101.97964827597016,73.92724974892418,6.040957855960988,86.15770188945832,4305.157747718557,4342.268349295347,4342.268349295347,79.27000806677697,-3.1707597477673377,1504.946725293145,25.22501041720261,0.6491506547972676,4249.962523511958,Down
2020-12-28,4248.53280251727,4264.574513339133,4245.780989120187,4249.962523511958,971.0999016024496,15048.218116497179,26.367639358444585,98.57339892449971,74.01652738319447,5.956831229318068,90.684666585162,4312.802138711328,4337.653058006178,4337.653058006178,79.86882746768691,-0.8632191727261151,1478.25438410861,18.793524218946004,1.4297209946880685,4555.281905892542,Up
2020-12-29,4556.672424696298,4556.73456347046,4547.382185264777,4555.281905892542,1254.528309616214,13725.127438059588,23.23658853310724,102.13117160858238,74.49373929248111,6.1469716717718565,77.70029739878211,4359.49955843187,4348.471241505393,4348.016336476957,93.53344892631175,7.184048816700694,1490.5648321256913,9.352378205682726,-1.3905188037551852,4378.162835712423,Down
2020-12-30,4370.1951962866115,4372.966726040347,4369.9794663429475,4378.162835712423,1208.2339091150086,14334.103430045774,23.84794996213887,96.92704100549896,73.99530103073604,6.006787283612611,84.10702749666702,4379.544956259857,4350.696087651945,4349.386631896751,93.6918267213765,-3.88821315209944,1465.2828106893005,2.9872596973991676,7.967639425811285,4436.665266201264,Up
2020-12-31,4430.775446639943,4434.494187026088,4427.9222822498,4436.665266201264,1008.5985261740893,14473.694238611371,16.85304627965986,103.6302942479564,74.46146348164767,6.064868278856101,84.7187141289151,4381.408197696219,4352.393763860679,4353.181355127382,94.98266843665688,1.336232403501314,1457.447829956206,6.571904776287738,5.889819561321019,4335.534186742981,Down
2021-01-01,4343.3990119201335,4351.947157559826,4339.747914798207,4335.534186742981,1656.629003857288,14395.7114655027,17.78261525093069,100.0353731624144,75.33916086760318,5.700260941884979,95.70693681304606,4391.121343612233,4344.2992730819915,4352.446056444699,88.66035084233941,-2.2794390243660034,1476.0657735114619,12.199242761619644,-7.864825177152852,4480.886554553902,Up
2021-01-04,4488.9712793791705,4499.112094877402,4487.242681374591,4480.886554553902,1945.4637477287488,14166.085103254587,10.344462487221389,98.5089714800778,76.27944776513752,6.403709072660132,73.35478632262875,4437.3061498206225,4353.357056558362,4357.583676369067,93.0142529638878,3.3525826703286965,1503.0602122577022,11.869413502811767,-8.084724825268495,4510.66055934592,Up
2021-01-05,4512.695554682133,4527.601658625152,4493.226451779105,4510.66055934592,1117.4944659656387,14198.28022719587,20.571273780089175,99.25204556893141,75.51771902327879,5.9942575245949286,85.87216014349286,4428.381880511298,4363.805867747652,4363.471248791253,98.48113434686383,0.6644668288189326,1476.2980636588304,34.37520684604624,-2.034995336212887,4410.51407368042,Down
2021-01-06,4404.619376687579,4408.4156793027905,4394.9281280694,4410.51407368042,930.6427857388774,14277.741436164455,20.86028720857072,102.0222981734818,75.68290002845896,6.167707552533228,109.76422693273321,4434.852128104898,4361.4285093470135,4365.213575639,96.64277328802225,-2.2202177341409612,1423.2776181141976,13.48755123339015,5.894696992841091,4569.242147913467,Up
2021-01-07,4568.057688602341,4574.3553935398095,4557.538854010691,4569.242147913467,1106.980884221881,14211.424387004985,17.689044915003446,98.5388617703739,75.84918397832712,5.862056061285516,101.10397674665546,4461.3675044473375,4368.765304444876,4372.500310363089,106.58234626358514,3.598856541015283,1378.8615559452762,16.816539529118927,1.1844593111263748,4456.602631984045,Down
2021-01-08,4461.747835265026,4462.073530542299,4450.901780402993,4456.602631984045,1330.2863567162092,14665.785174657914,23.621766799352514,98.12660577644306,75.58039501424967,6.091960612636963,103.62571217499008,4485.581193495551,4376.721605598684,4375.400390418983,106.91939846711422,-2.4651684520781814,1399.4195018502694,11.171750139305914,-5.14520328098115,4511.246889209755,Up
2021-01-11,4509.154740435948,4518.021942884832,4506.847608767733,4511.246889209755,1336.7133371043487,15174.45106886006,16.329613845100297,99.44615850604066,75.7930217883214,5.770873916352599,88.0139035244828,4491.653260426721,4381.9085871976595,4379.928607045342,110.93255362580945,1.2261415642835338,1401.030681901121,11.174334117099534,2.0921487738069118,4488.647726375136,Down
2021-01-12,4491.294210531314,4496.2244457737615,4486.511804877621,4488.647726375136,1487.8002724612497,14077.253494503957,20.823029629468003,97.05759471807508,75.92260701735604,6.122940673573535,91.84235182099886,4487.250693832565,4388.554756873211,4383.435675410819,113.23910307866235,-0.5009515858835578,1427.773989482818,9.712640896140329,-2.6464841561783032,4749.79851937138,Up
2021-01-13,4742.754627689587,4750.815066529289,4726.477022514551,4749.79851937138,1588.6519034411986,13762.337356959028,12.901678306539422,104.55135976985454,76.03818396975105,5.962416525908488,100.27104789331901,4555.107582970757,4410.481876065272,4394.884514284587,137.37095433747345,5.818028255185448,1454.6918926970998,24.338044014737534,7.043891681792957,4564.52583417026,Down
2021-01-14,4561.861366689724,4568.889220732006,4542.829251844969,4564.52583417026,1971.0845411050689,14284.954069733725,17.88223924562881,98.58401352196319,75.98744923079188,6.0405336804368215,107.20497704885868,4554.164320222115,4420.799094852033,4400.025160341729,140.93860367114206,-3.9006430366574807,1452.06967878033,26.05996888703703,2.6644674805365867,4444.862031560609,Down
2021-01-15,4447.3842570602255,4465.624355143897,4405.639850575078,4444.862031560609,1743.1475953460986,15362.158964419525,17.12822871048582,102.07904196545101,75.6984568608592,6.175374622539781,65.28394691004438,4551.816200137428,4433.419121240942,4401.343891848166,130.31657369188952,-2.6216042357311786,1425.8660505079813,59.98450456881983,-2.5222254996169795,4637.214116501788,Up
2021-01-18,4635.361966325417,4646.151791627539,4634.054740440385,4637.214116501788,1721.5664672142038,14018.813742453476,19.12653961020471,100.52367520911943,75.70601046778692,5.790355991133759,73.12246213390367,4577.009645595835,4454.692798638626,4408.083041123984,126.90763540673436,4.327515310382846,1436.6952374074835,12.097051187153738,1.8521501763716515,4495.272300234281,Down
2021-01-19,4484.751915758087,4486.710547617515,4467.638476100833,4495.272300234281,1296.9790130739334,15005.938632102565,16.152365355833208,97.53866487379508,76.4547325674075,5.9010499441193085,104.8087185286204,4578.334560367664,4463.366673285849,4410.5049649881585,123.22113377845993,-3.060928667546303,1432.3011263592236,19.072071516681717,10.520384476193612,4599.749415175206,Up
2021-01-20,4604.306455787577,4611.226416483109,4583.848436783137,4599.749415175206,964.4055018113083,15031.380575839084,17.34263702164166,99.98511322696818,76.03496672047478,6.1304973833232745,85.94317547520166,4548.324739528429,4479.457351715986,4415.619679858079,118.65983458391288,2.3241554229202155,1404.8891761311384,27.377979699971547,-4.557040612370656,4367.3300001121725,Down
2021-01-21,4364.108744258995,4370.646604583716,4358.112045494742,4367.3300001121725,1509.2466604987703,14148.87329380888,22.13023585720753,101.96000694827687,75.47345290310393,6.459761058879324,81.35827596797786,4508.885572716812,4476.4563987706215,4414.348898812134,120.7869209032523,-5.0528712345992215,1382.6407058865486,12.534559088973765,3.221255853177354,4447.05381278438,Up
2021-01-22,4447.617495508108,4454.582303920508,4437.405998809422,4447.05381278438,1580.1465520487438,14607.910162449758,15.816178813808913,99.52934666228424,75.77999644912967,6.0135845339017315,74.5045040501927,4509.323928961566,4484.460666551694,4415.187486349884,112.59559469699033,1.8254588654889936,1386.4849867420664,17.17630511108564,-0.563682723727652,4595.913040094492,Up
2021-01-25,4592.497170623596,4600.828153533372,4586.965121645762,4595.913040094492,1723.9752904080246,15041.683920310632,9.967114496306603,102.98278236462757,75.64945705836654,6.160512461282868,83.01201359247777,4501.063713680107,4501.758192380821,4419.705625193499,100.61017931163312,3.3473673487415923,1424.1287561823451,13.863031887609395,3.415869470896723,4647.746862850768,Up
2021-01-26,4652.983382383533,4669.232309027948,4638.794267973942,4647.746862850768,1026.3802766881502,14248.68251494779,26.747919521027104,102.55378848195465,75.70939972982306,6.02197518059044,72.94368489409723,4531.558626203404,4506.381440228733,4425.267606599775,105.21811206538975,1.1278242713489206,1412.721354535942,30.438041054006135,-5.236519532765669,4582.749595180988,Down
2021-01-27,4581.866911715713,4590.956762406987,4578.896057827436,4582.749595180988,1922.130489727463,14328.90980758541,24.907270393452432,102.29728713664582,75.38115145268758,6.432902830377448,114.94715230391327,4528.15866220456,4516.61077820216,4429.01717775647,101.99212262272789,-1.3984683242820317,1448.4161835665648,12.060704579550475,0.8826834652745674,4581.7048031508575,Down
2021-01-28,4572.842216891523,4586.98384549498,4542.326878873258,4581.7048031508575,1449.02999865841,14187.677926330467,26.538686524471906,98.85085806931751,75.62642302968422,5.696093614897191,89.64859580675721,4571.033622812298,4523.86275504964,4432.568052765642,101.16156756597711,-0.022798366099452405,1470.4377571907808,44.65696662172286,8.862586259334421,4591.434416431262,Up
2021-01-29,4598.930472281231,4603.5441331246875,4584.2840891852575,4591.434416431262,978.6469372996905,14024.455939916348,21.448539026225973,97.30039388054628,76.29346673195818,6.065546394088167,89.26805425274476,4599.909743541673,4536.657766534055,4436.17865193986,91.84186228725137,0.21235792567242395,1436.538653862901,19.260043939430034,-7.496055849968798,4465.673083810333,Down
2021-02-01,4476.308324636933,4490.82460973014,4461.678288613602,4465.673083810333,908.9476767112649,14180.655954450662,15.485126147243285,98.46603098659301,76.10673559215488,5.722597615305936,97.04778250730041,4573.861752284842,4535.897092996876,4436.834083759204,92.38946462792785,-2.7390423387268714,1384.7128503120266,29.146321116538275,-10.635240826600239,4488.920560267614,Up
2021-02-02,4499.252204783509,4507.719677844221,4492.518064010615,4488.920560267614,1297.0361486752809,13960.799206055732,19.317436076655298,100.4906023516668,75.18566427944678,5.547476344775059,101.54814203119884,4542.096491768211,4534.810093042961,4437.966398465908,92.82885523739485,0.5205816910682781,1393.689934447509,15.201613833606643,-10.331644515895277,4585.634038121854,Up
2021-02-03,4594.9993383634555,4612.425607866102,4568.777304775591,4585.634038121854,1365.6129091477706,14474.017040347895,19.47112064506747,101.36446678383089,76.29802974964161,6.109367306370019,101.3415202839421,4542.673380356385,4543.566091265033,4441.108263139439,88.6527684715483,2.1544929689839343,1415.4384406179536,43.648303090511035,-9.36530024160129,4749.992327421607,Up
2021-02-04,4745.229741118465,4780.224987392256,4719.990027208266,4749.992327421607,1052.0538837779118,14162.402700904317,16.82796099841839,94.57107148809888,76.25990155876497,6.078858691840001,102.84692408078823,4576.330885210535,4552.603600240439,4447.543347811985,99.90678642848552,3.5841998714548406,1412.692090595755,60.23496018398964,4.762586303141688,4640.944621959661,Down
2021-02-05,4652.191499446585,4671.630417370191,4647.057822494383,4640.944621959661,1333.9236907638506,14573.91469832764,14.081171672068017,99.97971699597062,75.8252271106003,5.995075981926122,82.34768182103382,4586.232926316214,4561.82069973922,4451.490312590508,99.0839105489289,-2.2957448758899157,1412.873957298137,24.572594875808136,-11.24687748692395,4466.850860812914,Down
2021-02-08,4469.2340235708625,4469.4226601148675,4431.68545649482,4466.850860812914,1411.3267103417547,13868.050415413461,14.547294738418703,100.39522306330797,76.14819176502719,6.031888788330665,86.27961937164122,4586.468481716731,4559.600898319378,4451.797523554957,100.75969716713506,-3.7512570247656862,1416.6046259600075,37.737203620047694,-2.383162757948412,4652.976170117336,Up
2021-02-09,4648.02985569085,4661.04077308582,4647.662660643072,4652.976170117336,1832.919575568788,14632.769107064265,13.419040422593788,99.30613935921112,75.67519293864706,6.673871730016921,99.00049616049043,4619.279603686674,4567.817320506489,4458.078682239139,101.36754691774367,4.16681270774617,1433.860591115384,13.378112442747806,4.946314426485515,4592.781011171275,Down
2021-02-10,4589.447738686887,4613.999766651548,4575.007710670751,4592.781011171275,1303.970774383192,14843.836939105622,13.840888958847776,103.2281845975397,75.79193598701232,6.003661052460435,83.34354527133165,4620.708998296558,4559.966445096483,4463.260984206937,92.19701902120558,-1.2936915373143343,1419.626534662484,38.99205598079698,3.3332724843885444,4596.784633138143,Up
2021-02-11,4599.869104977844,4637.719704948837,4590.3645069891845,4596.784633138143,1513.627344336932,13722.93943771704,17.664108549753223,101.05445018562718,76.38257661009318,6.15840518918079,89.49315630981324,4590.067459439866,4561.579385044877,4467.142442029168,92.56243282749234,0.08717206322552684,1396.753674824077,47.35519795965229,-3.0844718397002,4698.340645557427,Up
2021-02-12,4696.813255703386,4705.666474886393,4662.962379124045,4698.340645557427,1930.8055849123166,14680.06466296822,14.421200054446242,103.27547977020224,75.85149368993132,5.927591589872053,94.20409061217255,4601.546664159419,4574.253315744718,4471.160774893981,93.0920333616876,2.209283673791629,1406.136574302388,42.704095762348516,1.5273898540408481,4711.764839561481,Up
2021-02-15,4710.90767692358,4712.71513813207,4686.802391799841,4711.764839561481,1278.9677607349465,15031.517972302077,21.410260328563098,99.46009869912442,75.37209320330572,6.117595305667003,98.68806873215182,4650.529459909132,4577.980851897702,4479.401453984681,97.14987690429065,0.285722024365076,1384.0066389784251,25.91274633222929,0.8571626379007284,4736.332751301709,Up
2021-02-16,4738.126678946095,4765.965678253921,4714.205249110437,4736.332751301709,1099.7719959844205,14066.60230811985,25.436230776679636,102.34369373126731,75.91402173505783,6.011986292511812,67.7632177633462,4667.200776146007,4590.033874451075,4488.094422299513,101.21706365945747,0.5214163392440296,1374.1462881239495,51.760429143484544,-1.7939276443858034,4566.32296282129,Down
2021-02-17,4568.009640570527,4575.303950141641,4552.777028988327,4566.32296282129,1551.1857072255052,15229.496010614983,15.099733793149785,104.0876659863188,75.90943618401792,5.978613567841043,97.48470561716914,4661.909166476011,4588.362551833377,4490.259656722076,101.32411121428095,-3.589481512541415,1403.4852983946594,22.526921153313197,-1.6866777492368783,4663.895568612148,Up
2021-02-18,4646.012149134092,4662.607311490249,4642.593884808364,4663.895568612148,1691.058138878585,14738.082999909886,19.197022502676884,103.27923362318165,76.29252327270426,6.425581207691107,85.89849317041832,4675.331353570811,4603.190830258377,4495.0874431751945,88.11392913251947,2.1367872265121823,1412.57587231365,20.013426681884994,17.883419478055657,4696.262172898303,Up
2021-02-19,4689.787685666853,4691.312522090343,4688.353572505164,4696.262172898303,1921.3843123669014,14298.478994143676,20.498425551514668,97.26964601642817,75.93731362854496,6.298322730751964,96.97140322486008,4674.915659038987,4615.651248264074,4503.0631544550015,82.30095346823504,0.6939821831342341,1429.637760329558,2.9589495851787433,6.474487231450439,4767.1464527307635,Up
2021-02-22,4747.301245390667,4755.465361884535,4732.895949608535,4767.1464527307635,1167.363701644532,14568.184445667526,20.360011354596374,99.36580980614404,75.80653800846014,6.091319304458995,97.56739420114185,4685.9919816728425,4624.212918895887,4510.255938365013,88.79030528170102,1.509376547193786,1401.8071808913833,22.56941227599964,19.84520734009675,4630.956440596239,Down
2021-02-23,4634.9321456596035,4651.098304683559,4608.605615190536,4630.956440596239,1190.8789696629642,14823.831182022866,18.379776339580438,99.1370882363755,76.24652954546158,5.604211824654409,107.28536179019648,4664.916719531749,4623.37339778316,4515.7605805196545,88.63532044614135,-2.856845567572408,1410.0321155401239,42.492689493023136,-3.9757050633643303,4648.7071397534,Up
2021-02-24,4649.386872528506,4661.452295054944,4646.231508471852,4648.7071397534,1614.2959612983761,14640.910913862714,21.713412091798613,101.22313633769082,75.96924977164255,5.993936604056742,103.96216521380083,4681.393554918171,4626.671275011781,4522.50960060412,88.27056666303893,0.38330524989509396,1394.6403891186696,15.220786583092377,-0.6797327751055491,4535.651575180109,Down
2021-02-25,4546.308581302322,4549.695401813605,4541.492389860433,4535.651575180109,1497.583529951545,14836.019494559865,20.411244763403285,101.71588388753634,75.70800589742251,6.607828198452326,103.59442353964917,4655.744756231763,4624.368613613244,4526.0590029390205,90.08730356737537,-2.431978637813015,1397.0680656833265,8.203011953171881,-10.657006122212806,4567.827711507256,Up
2021-02-26,4574.304245923972,4593.526610517005,4568.478077309141,4567.827711507256,1620.265055890476,14262.25600063314,11.811687888363512,97.90276831493566,76.27951197005471,6.022174589107421,104.45929874561908,4630.057863953553,4623.188278367043,4533.566327093518,90.69412777887216,0.7094049398155056,1429.1489716128658,25.04853320786424,-6.476534416716277,4775.131235913435,Up
2021-03-01,4759.915930724135,4771.148105789489,4756.5751897851205,4775.131235913435,1495.628810088857,14708.27810776289,22.345780321946364,100.16959628479235,76.05809852935504,6.290034673710148,90.31670912189219,4631.654820590088,4638.661185972198,4544.834140440825,88.7843276516006,4.538339392353641,1458.4830282817452,14.57291600436838,15.215305189300125,4807.63251466688,Up
2021-03-02,4811.808788985613,4821.7578897045805,4790.365994107723,4807.63251466688,1255.627403522269,14085.056319670033,22.436454186333712,94.95018166960966,76.00087779000383,6.35886387655399,86.87688769122676,4666.990035404216,4654.596783692161,4554.550894588366,89.09506139511363,0.680636345845409,1456.4125910240948,31.391895596857466,-4.176274318733704,4693.051314421766,Down
2021-03-03,4677.69706402061,4716.734262143725,4673.150673225234,4693.051314421766,1264.4658933071655,14616.060034176115,14.183569479107092,103.60486251450473,76.0533725174235,6.115352416198718,96.62097738030093,4675.858870337889,4659.967647507157,4562.853203945351,87.94933841636099,-2.3833186063110134,1451.3552402320645,43.58358891849093,15.354250401155696,4751.560035024762,Up
2021-03-04,4761.506933110201,4768.670765403496,4758.950288129381,4751.560035024762,1285.1128873880657,14308.99574241325,18.18968917723801,98.71906439830826,75.67879948857502,5.904279543517946,94.57506842227605,4719.04056230682,4660.046032887315,4569.3374234654575,88.03445378216409,1.2467095857912058,1463.0081904125723,9.720477274115183,-9.946898085438988,4702.82157340376,Down
2021-03-05,4711.249325676346,4725.008250309006,4700.346267820172,4702.82157340376,1773.4572291145714,14386.35516224683,21.416644964055347,100.13965984961125,75.84170386714649,5.586665640399051,81.71108071602583,4746.039334686121,4663.13988045952,4577.6544857902745,88.41430019867339,-1.0257359953729006,1484.984867330108,24.661982488833928,-8.427752272586076,4622.048743039029,Down
2021-03-08,4624.778592807217,4630.285305358302,4616.466448909526,4622.048743039029,1814.6160359822607,15185.01274965048,31.953430902103193,99.22587571502984,76.00107478054983,6.211644985341475,89.89484000108209,4715.42283611124,4670.899774570826,4585.096210180815,76.25423692149529,-1.7175397599928477,1505.1493336121334,13.818856448776387,-2.729849768187705,4720.901404124493,Up
2021-03-09,4721.411403497927,4721.8852385902155,4712.195050631209,4720.901404124493,893.8158941864922,15137.107868087583,23.364890238830057,102.86506893753354,75.9416008914926,5.9129453799190275,84.22065654388297,4698.076614002762,4674.296036271184,4588.408600145455,76.92363944772265,2.1387195717989638,1458.1941495430187,9.690187959006835,-0.5099993734338568,4873.628567183515,Up
2021-03-10,4866.243868843914,4871.48524310345,4864.798211997204,4873.628567183515,1585.2492103591708,14954.247408496316,29.819362473096803,92.90623389650655,76.38172851484498,6.112210907725329,73.98772722836421,4734.192064555112,4688.338414071795,4598.317914774877,86.32029428049505,3.2351271502003787,1472.2580713418176,6.68703110624574,7.384698339600618,4697.533329542292,Down
2021-03-11,4693.927166204802,4707.473038705856,4685.714068902266,4697.533329542292,1847.0847926639788,14283.675394547983,14.070069836825088,99.95847414418523,76.0652217558181,5.828100986293971,99.3023076809033,4723.386723458618,4693.375848892002,4603.535276041697,83.59287540928699,-3.6132264741502107,1488.93094375817,21.758969803589935,3.606163337490216,4861.089950858914,Up
2021-03-12,4864.420472917666,4867.682575162879,4847.495202855004,4861.089950858914,1353.707745158053,14604.045460822665,11.094776984231125,99.73545310625576,76.25647117679092,6.026101782981857,84.05028446242227,4755.040398949649,4701.513314157078,4614.0463913240155,91.63618325188564,3.4817554201910683,1460.0760517704568,20.187372307875194,-3.330522058752649,4439.840771488292,Down
2021-03-15,4440.907297940437,4454.525083714086,4421.95421277849,4439.840771488292,815.5529719219064,15225.856260975828,19.51909297802438,98.86590903102079,76.00281860637276,6.0869773389201605,107.53328805588428,4718.598804639501,4687.9171107534185,4613.2254756627035,108.63189955369774,-8.665735125847451,1436.905312329805,32.57087093559585,-1.066526452144899,4796.079635565343,Up
2021-03-16,4798.632138923621,4803.348795778085,4777.15830534541,4796.079635565343,1399.44227156726,14807.312286723683,21.607812525630717,104.31556636408908,76.31688654512384,6.135036481012863,62.994092757602004,4733.6344509276705,4690.9044549666,4618.933857187092,110.83260859400269,8.023685587211604,1451.8888261089467,26.190490432675688,-2.552503358278045,4708.466144540656,Down
2021-03-17,4715.783374423262,4735.6658777190805,4704.941670591595,4708.466144540656,1166.1150055068942,15688.36567754397,16.845668130776154,97.78167635286057,76.11925832697194,5.859437564197574,75.36072816766796,4700.6019663991,4698.011614052568,4624.892898604297,106.91145031910477,-1.8267730663808934,1432.6352910230162,30.724207127485897,-7.317229882605716,4665.245990094024,Down
2021-03-18,4672.349693586837,4674.846977351061,4669.4446433116145,4665.245990094024,1423.1062949565614,14927.96933759261,25.26630331660517,101.92949044308915,76.00402614561654,6.322868428284381,81.96723324212662,4694.144498509446,4698.079135126662,4626.812975447909,106.8891940657153,-0.9179242904134521,1419.2376988269152,5.402334039446032,-7.103703492813111,4719.639248554565,Up
2021-03-19,4711.416177423098,4725.984025460168,4701.782003573033,4719.639248554565,2025.8885975032742,14857.470188714444,11.306971001383756,100.8906319717652,75.9960150733123,5.965191518449769,94.74962281768397,4665.854358048576,4699.247988909475,4632.073707779319,106.99604250141252,1.165924767440707,1424.4629130837336,24.202021887134833,8.223071131466895,4478.114836978218,Down
